,Area,Element,Item,Year,Unit,Value,min_temp,median_temp,max_temp,min_precip,med_precip,max_precip,min_soil_tmp,med_soil_tmp,max_soil_tmp,min_soil_moist,med_soil_moist,max_soil_moist,,
95,China,Yield,Safflower seed,2019,100 g/ha,14699,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
96,China,Yield,"Seed cotton, unginned",2019,100 g/ha,68129,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
97,China,Yield,Sesame seed,2019,100 g/ha,16023,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
98,China,Yield,"Sisal, raw",2019,100 g/ha,52745,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
99,China,Yield,Sorghum,2019,100 g/ha,48884,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
100,China,Yield,Soya beans,2019,100 g/ha,19460,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
101,China,Yield,Spinach,2019,100 g/ha,380578,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
102,China,Yield,Strawberries,2019,100 g/ha,252984,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
103,China,Yield,String beans,2019,100 g/ha,116842,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
104,China,Yield,Sugar beet,2019,100 g/ha,560662,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
105,China,Yield,Sugar cane,2019,100 g/ha,785800,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
106,China,Yield,Sunflower seed,2019,100 g/ha,28471,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
107,China,Yield,Sweet potatoes,2019,100 g/ha,219121,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
108,China,Yield,Tallowtree seeds,2019,100 g/ha,24682,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
109,China,Yield,"Tangerines, mandarins, clementines",2019,100 g/ha,108656,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
110,China,Yield,Taro,2019,100 g/ha,190131,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
111,China,Yield,Tea leaves,2019,100 g/ha,37815,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
112,China,Yield,Tomatoes,2019,100 g/ha,577169,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
113,China,Yield,Triticale,2019,100 g/ha,19577,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
114,China,Yield,"True hemp, raw or retted",2019,100 g/ha,57452,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
115,China,Yield,Tung nuts,2019,100 g/ha,26511,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
116,China,Yield,Unmanufactured tobacco,2019,100 g/ha,25440,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
117,China,Yield,"Vanilla, raw",2019,100 g/ha,1800,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
118,China,Yield,"Walnuts, in shell",2019,100 g/ha,38239,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
119,China,Yield,Watermelons,2019,100 g/ha,414069,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
120,China,Yield,Wheat,2019,100 g/ha,56294,30.51220238,60.10029762,80.33577381,0.000114286,0.001496577,0.012751488,32.07877976,61.9865625,81.09592262,0.178290476,0.260687054,0.343532143,,
121,India,Yield,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2019,100 g/ha,9124,62.09044643,78.41349703,89.73875,0.000358929,0.004163542,0.021083036,64.54982143,80.16135417,95.53869048,0.157736012,0.294602977,0.421219048,,
122,India,Yield,Apples,2019,100 g/ha,75195,62.09044643,78.41349703,89.73875,0.000358929,0.004163542,0.021083036,64.54982143,80.16135417,95.53869048,0.157736012,0.294602977,0.421219048,,
123,India,Yield,Apricots,2019,100 g/ha,28188,62.09044643,78.41349703,89.73875,0.000358929,0.004163542,0.021083036,64.54982143,80.16135417,95.53869048,0.157736012,0.294602977,0.421219048,,
124,India,Yield,Areca nuts,2019,100 g/ha,17261,62.09044643,78.41349703,89.73875,0.000358929,0.004163542,0.021083036,64.54982143,80.16135417,95.53869048,0.157736012,0.294602977,0.421219048,,
125,India,Yield,Bananas,2019,100 g/ha,351732,62.09044643,78.41349703,89.73875,0.000358929,0.004163542,0.021083036,64.54982143,80.16135417,95.53869048,0.157736012,0.294602977,0.421219048,,
126,India,Yield,Barley,2019,100 g/ha,28372,62.09044643,78.41349703,89.73875,0.000358929,0.004163542,0.021083036,64.54982143,80.16135417,95.53869048,0.157736012,0.294602977,0.421219048,,
127,India,Yield,"Beans, dry",2019,100 g/ha,4163,62.09044643,78.41349703,89.73875,0.000358929,0.004163542,0.021083036,64.54982143,80.16135417,95.53869048,0.157736012,0.294602977,0.421219048,,
128,India,Yield,Cabbages,2019,100 g/ha,228175,62.09044643,78.41349703,89.73875,0.000358929,0.004163542,0.021083036,64.54982143,80.16135417,95.53869048,0.157736012,0.294602977,0.421219048,,
129,India,Yield,Cantaloupes and other melons,2019,100 g/ha,222105,62.09044643,78.41349703,89.73875,0.000358929,0.004163542,0.021083036,64.54982143,80.16135417,95.53869048,0.157736012,0.294602977,0.421219048,,
